"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"Lunetta","https://www.cheese.com/lunetta/","cow","Italy","Lombardy",NA,"fresh soft, artisan",NA,NA,"creamy","natural","white","creamy, salty","aromatic, fresh",NA,NA,NA,NA,"Fifth Town Artisan Cheese",45.5703694,9.7732524,8.4978518,44.6799091,11.4276477,46.6353523
"Lyburn Garlic and Nettle","https://www.cheese.com/lyburn-garlic-and-nettle/","cow","United Kingdom","Landford",NA,"semi-soft, artisan",NA,NA,"creamy, open, smooth","washed","pale yellow","garlicky, herbaceous, pronounced, spicy, strong","aromatic, rich, strong",TRUE,FALSE,NA,NA,"Lyburn Farm",50.9700788,-1.6363792,-1.6986915,50.9452881,-1.6029302,50.9994719
"Lyburn Gold","https://www.cheese.com/lyburn-gold/","cow","United Kingdom","Landford","Gouda","semi-hard, artisan",NA,NA,"creamy, open, smooth","washed","brownish yellow","nutty",NA,TRUE,FALSE,NA,NA,"Lyburn Farm",50.9700788,-1.6363792,-1.6986915,50.9452881,-1.6029302,50.9994719
"Lyburn Lightly Oak Smoked","https://www.cheese.com/lyburn-lightly-oak-smoked/","cow","United Kingdom","Landford","Gouda","semi-hard, artisan",NA,NA,"smooth","washed","pale yellow","smokey , smooth, subtle","smokey",TRUE,FALSE,NA,NA,"Lyburn Farm",50.9700788,-1.6363792,-1.6986915,50.9452881,-1.6029302,50.9994719
"Lyburn's Winchester","https://www.cheese.com/lyburns-winchester/","cow","United Kingdom","Landford","Gouda","hard, artisan",NA,NA,"creamy","natural","brownish yellow","creamy, nutty",NA,TRUE,FALSE,NA,NA,"Lyburn Farm",50.9700788,-1.6363792,-1.6986915,50.9452881,-1.6029302,50.9994719
"Maasdam","https://www.cheese.com/maasdam/","cow","Netherlands","All Holland","Gouda","semi-hard","45%",NA,"creamy, open, supple",NA,"pale yellow","buttery, nutty, sweet","fruity",FALSE,FALSE,NA,"Maasdammer",NA,52.4601118,4.6056526,4.6056026,52.4600618,4.6057026,52.4601618
"Macadamia Nut Cheese","https://www.cheese.com/macadamia-nut-cheese/",NA,"United States","Brooklyn NY",NA,"firm, artisan",NA,NA,"firm, spreadable",NA,"brown","creamy, nutty, sweet","nutty",TRUE,FALSE,NA,"Aged Macadamia Cheese","Dr. Cow Tree Nut Cheese",40.6526006,-73.9497211,-74.056688,40.550339,-73.832945,40.739434
"Macconais","https://www.cheese.com/macconais/","cow, goat","France","Bourgogne","Blue","soft, artisan, soft-ripened",NA,NA,"creamy, firm, smooth","bloomy","cream","salty, tangy","herbal",FALSE,FALSE,"Chevreton de Macon",NA,NA,47.2780872,4.2224863,2.8444817,46.1560119,5.5188651,48.4000592
"Madrona","https://www.cheese.com/madrona/","goat","United States","Oregon",NA,"semi-soft, artisan",NA,NA,"creamy","natural","ivory","mild","fruity, herbal",NA,NA,NA,NA,"Briar Rose Creamery",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Maffra Aged Rinded Cheddar","https://www.cheese.com/maffra-aged-rinded-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","hard, artisan",NA,NA,"buttery, crumbly, firm","cloth wrapped","straw","earthy, meaty, sweet","grassy",FALSE,FALSE,"Maffra Cloth Bound Cheddar",NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Cheshire","https://www.cheese.com/maffra-cheshire/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"crumbly","natural","pale yellow","mellow, salty, sharp, tart",NA,TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Dargo Walnut","https://www.cheese.com/maffra-dargo-walnut/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"crumbly, dense, firm, flaky","natural","golden yellow","mild, nutty, sweet","nutty, sweet",NA,NA,"Maffra Dargo Walnut Red Leicester",NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Mature Cheddar","https://www.cheese.com/maffra-mature-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","hard, artisan",NA,NA,"creamy, crumbly, firm, smooth","waxed","yellow","acidic, salty, smooth",NA,TRUE,FALSE,"Mature Cheddar Red Wax, Maffra Red Wax Cheddar",NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Peppercorn Cheddar","https://www.cheese.com/maffra-peppercorn-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"creamy, firm","natural","yellow","creamy, spicy","spicy",NA,NA,NA,NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Red Leicester","https://www.cheese.com/maffra-red-leicester/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"buttery, creamy, dense, smooth",NA,"brownish yellow","creamy, mellow, smooth",NA,TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Sage Derby","https://www.cheese.com/maffra-sage-derby/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"firm, smooth",NA,"pale yellow","creamy, herbaceous, smooth","herbal, sweet",TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maffra Wensleydale","https://www.cheese.com/maffra-wensleydale/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"crumbly","natural","pale yellow","creamy, lemony",NA,NA,NA,NA,NA,"Maffra Cheese Company Pty Ltd",-37.8744827,146.9111788,145.11616,-39.15919,149.9765907,-36.61243
"Maggie's Round","https://www.cheese.com/maggies-round/","cow","United States","Massachusetts","Tomme","semi-hard, artisan",NA,NA,"firm, smooth","natural","blue-grey","buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE,NA,NA,"Cricket Creek Farm",42.3788774,-72.032366,-73.5082102,41.1888589,-69.8601042,42.8867783
"Magna","https://www.cheese.com/magna/","cow","Sweden","Oviken","Blue","firm, artisan, blue-veined","34%",NA,NA,"mold ripened","ivory","full-flavored, salty, sharp",NA,NA,NA,NA,NA,"Oviken cheese",62.9974877,14.3928671,14.3728671,62.9774877,14.4128671,63.0174877
"Mahoe Aged Gouda","https://www.cheese.com/mahoe-aged-gouda/","cow","Netherlands",NA,"Gouda",NA,NA,NA,"firm",NA,"yellow","nutty",NA,NA,NA,NA,NA,"Mahoe Farmhouse Cheese",52.2434979,5.6343227,-68.6255319,11.825,7.2274985,53.744395
"Mahón","https://www.cheese.com/mahon/","cow","Spain","Menorca, Balearic Islands",NA,"semi-hard, artisan",NA,NA,"crumbly, dense","washed","pale yellow","buttery, salty","nutty, sweet",FALSE,FALSE,"Mahon Reserva, Aged Mahon, Artesano Mahón, Artisanal Mahón, formatge de Maó, queso de Mahón",NA,NA,39.9492572,4.0499642,3.7908505,39.7991483,4.328026,40.0945867
"Maida Vale","https://www.cheese.com/maida-vale/","cow","England",NA,NA,"semi-soft",NA,NA,"buttery, soft, supple","washed","pink and white","grassy, meaty, nutty, savory, umami, vegetal","barnyardy, earthy, grassy, stinky, yeasty",TRUE,FALSE,NA,NA,"Village Maid Cheese",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Maisie's Kebbuck","https://www.cheese.com/maisies-kebbuck/","cow","Great Britain","Lanarkshire",NA,"semi-hard, artisan","29.8%",NA,"creamy, crumbly","natural","white",NA,"fresh",TRUE,FALSE,NA,NA,"Errington Cheese Ltd.",NA,NA,NA,NA,NA,NA
"Maisie's Kebbuck","https://www.cheese.com/maisies-kebbuck/","cow","Scotland","Lanarkshire",NA,"semi-hard, artisan","29.8%",NA,"creamy, crumbly","natural","white",NA,"fresh",TRUE,FALSE,NA,NA,"Errington Cheese Ltd.",55.5752966,-3.833333,-4.533333,54.8752966,-3.133333,56.2752966
"Maisie's Kebbuck","https://www.cheese.com/maisies-kebbuck/","cow","United Kingdom","Lanarkshire",NA,"semi-hard, artisan","29.8%",NA,"creamy, crumbly","natural","white",NA,"fresh",TRUE,FALSE,NA,NA,"Errington Cheese Ltd.",55.5752966,-3.833333,-4.533333,54.8752966,-3.133333,56.2752966
"Majorero","https://www.cheese.com/majorero/","goat","Spain","Canary Islands",NA,"semi-hard",NA,NA,"buttery, creamy","natural","pale white","acidic","milky, nutty",FALSE,FALSE,"Queso Majorero, Queso Fuerteventura, Majorero PDO, Majorero DOP",NA,NA,28.2863989,-16.7960118,-18.3936845,27.4335426,-13.1012585,29.9118046
"Malvarosa®","https://www.cheese.com/malvarosa/","sheep","Spain","Valencia",NA,"semi-firm, artisan",NA,NA,"firm, smooth","natural","straw","buttery, sweet","fresh, rich",FALSE,FALSE,"Malvarosa",NA,NA,39.4697065,-0.3763353,-0.4325512,39.2784496,-0.2725205,39.566609
"Malvern","https://www.cheese.com/malvern/","sheep","United Kingdom","Severn Valley",NA,"semi-hard, artisan","50%",NA,"creamy, dense",NA,"ivory","butterscotch, herbaceous, sweet",NA,TRUE,FALSE,NA,NA,NA,52.4545309,-2.3755703,-2.379173,52.4493596,-2.3570815,52.4597956
"Mamirolle","https://www.cheese.com/mamirolle/","cow","Canada","Plessisville, Quebec",NA,"semi-soft, artisan","23%",NA,"chewy, supple","washed","ivory","buttery, fruity, salty, sweet","earthy, pungent",FALSE,FALSE,NA,NA,"Eco-Delices Inc.",46.219515,-71.771965,-71.8697216,46.1481776,-71.6564301,46.3174069
"Mamirolle","https://www.cheese.com/mamirolle/","cow","France","Plessisville, Quebec",NA,"semi-soft, artisan","23%",NA,"chewy, supple","washed","ivory","buttery, fruity, salty, sweet","earthy, pungent",FALSE,FALSE,NA,NA,"Eco-Delices Inc.",NA,NA,NA,NA,NA,NA
"Manchego","https://www.cheese.com/manchego/","sheep","Spain",NA,NA,"hard",NA,NA,"compact, firm",NA,"pale yellow","buttery, nutty",NA,NA,NA,"Queso Manchego",NA,NA,39.3260685,-4.8379791,-18.3936845,27.4335426,4.5918885,43.9933088
"Mandolin","https://www.cheese.com/mandolin/","cow","Australia","South Australia",NA,"semi-hard, artisan, smear-ripened","45%",NA,"crumbly, soft, supple","leaf wrapped","pale yellow","creamy, grassy, smooth","grassy, herbal",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights",-30.5343665,135.6301212,129.001395,-38.1133108,141.0027803,-25.9963915
"Mango Rebel","https://www.cheese.com/mango-rebel/","cow","Austria","Sulzberg",NA,"semi-hard, artisan","50%",NA,"creamy, firm","natural","pale yellow","fruity, spicy","fresh, fruity",NA,NA,"Mangorebell",NA,"Sulzberger Käserebellen Sennerei GmbH",47.5252197,9.9201049,9.8624882,47.5024171,9.9712923,47.5481489
"Manon","https://www.cheese.com/manon/","goat","Australia","South Australia",NA,"fresh soft, artisan","45%",NA,"creamy, smooth","leaf wrapped","white","creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights",-30.5343665,135.6301212,129.001395,-38.1133108,141.0027803,-25.9963915
"Manouri","https://www.cheese.com/manouri/","goat, sheep","Greece","Central and Western Macedonia, Thessalia","Feta","semi-soft, whey","36-38%",NA,"creamy","rindless","white","mild, milky","clean, nutty, subtle",NA,NA,"Manoypi",NA,NA,NA,NA,NA,NA,NA,NA
"Manteca","https://www.cheese.com/manteca/","cow","Italy","Basilicata",NA,"semi-soft, artisan",NA,NA,"dense, elastic, stringy","natural","pale yellow","buttery","floral, fruity",FALSE,FALSE,"Butirro , Burrino, Burriello",NA,"Casa Madaio",40.500571,16.081953,15.3349712,39.8958079,16.8670356,41.1395383
"Manur","https://www.cheese.com/manur/","cow, sheep","Serbia",NA,NA,"hard, artisan","40%",NA,"creamy","natural",NA,"salty",NA,FALSE,FALSE,NA,NA,NA,44.0243229,21.0765743,18.8149945,41.8576408,23.006309,46.1902839
"Marble Cheddar","https://www.cheese.com/marble-cheddar/","cow","United Kingdom",NA,"Cheddar","hard, processed",NA,NA,"firm, smooth","rindless",NA,"creamy","rich",NA,NA,NA,NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Marble Cheese","https://www.cheese.com/marbled-cheeses/","cow","United Kingdom",NA,NA,"hard, processed",NA,NA,"firm","rindless","golden orange","mild, smooth, sweet, tangy",NA,FALSE,FALSE,NA,"Marble Cheddar, Marbled Cheese",NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Marco Polo","https://www.cheese.com/marco-polo/","cow","United States","Seattle, Washington","Cheddar","hard, artisan",NA,NA,"creamy, crumbly","cloth wrapped","ivory","creamy","clean, rich",NA,NA,NA,NA,"Beecher's",47.6038321,-122.330062,-122.459696,47.4810022,-122.224433,47.7341503
"Maredsous","https://www.cheese.com/maredsous/","cow","Belgium",NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,50.6402809,4.6667145,2.3889137,49.4969821,6.408097,51.550781
"Margot","https://www.cheese.com/margotin/","cow","Italy","Piemonte",NA,"semi-soft",NA,NA,"firm","natural","cream","bitter, full-flavored",NA,FALSE,FALSE,NA,NA,NA,45.060735,7.923549,6.6272658,44.0597158,9.2142404,46.4642213
"Maribo","https://www.cheese.com/maribo/","cow","Denmark","Maribo","Gouda","semi-hard, artisan","35-40%",NA,"creamy, firm, open","waxed","pale yellow","tangy","strong",FALSE,FALSE,NA,NA,NA,54.7758018,11.5054333,11.4654333,54.7358018,11.5454333,54.8158018
"Marin French Triple Crème","https://www.cheese.com/marin-french-triple-creme/","cow","United States","Petaluma, California","Brie","soft",NA,NA,"fluffy, smooth","bloomy",NA,"sweet","rich, sweet",NA,NA,"3 Triple Crème Brie, Truffle Brie, Triple Crème Brie with Truffles",NA,"Marin French Cheese",38.2325829,-122.636465,-122.6833876,38.2051864,-122.5674046,38.298718
"Marisa","https://www.cheese.com/marisa/","sheep","United States","Wisconsin",NA,"semi-soft, artisan",NA,NA,"dense, firm",NA,"white","mellow, sweet","pleasant",TRUE,FALSE,NA,NA,"Carr Valley Cheese Company",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Maroilles","https://www.cheese.com/maroilles/","cow","France",NA,NA,"soft, artisan",NA,NA,"creamy, smooth","washed",NA,"sweet",NA,FALSE,FALSE,NA,"Marolles",NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Martha's Heat","https://www.cheese.com/marthas-heat/","cow","Australia","Mornington Peninsula, Melbourne","Cheddar","hard, artisan",NA,NA,NA,NA,"brownish yellow","smokey , spicy","smokey, spicy",TRUE,FALSE,NA,NA,"BoatShed Cheese",-38.4447227,144.9259272,144.6900435,-38.5003776,145.0268292,-38.3269389
"Mascares","https://www.cheese.com/mascares/","goat, sheep","France","Provencale","Tomme","fresh soft, artisan",NA,NA,"smooth","leaf wrapped","white",NA,"earthy, floral",FALSE,FALSE,NA,NA,NA,43.7899311,7.5240175,7.5214739,43.7892996,7.5265306,43.7904021
"Mascarpone","https://www.cheese.com/mascarpone/","cow","Italy","Lombardy",NA,"fresh soft",NA,NA,"buttery, creamy, smooth, spreadable","rindless","white","buttery, creamy, mild","fresh",NA,NA,"Mascarpone Australian",NA,NA,45.5703694,9.7732524,8.4978518,44.6799091,11.4276477,46.6353523
"Mastorazio","https://www.cheese.com/mastorazio/","sheep","Italy","Campania",NA,"hard, artisan",NA,NA,"compact, dense","natural","pale yellow","herbaceous, nutty, sharp, spicy","herbal, milky",FALSE,FALSE,NA,NA,"Casa Madaio",40.860672,14.843984,13.7623799,39.9905158,15.8064468,41.5080786
"Matocq","https://www.cheese.com/matocq/","cow, sheep","France",NA,NA,"semi-hard, processed","50%",NA,"chewy",NA,"cream","acidic, nutty","nutty",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Mature Wensleydale","https://www.cheese.com/mature-wensleydale/","cow","England","North Yorkshire",NA,"hard, artisan","48%",NA,"crumbly","cloth wrapped","pale yellow","strong","rich, ripe",FALSE,FALSE,NA,"Ryp Wensleydale","Wensleydale Creamery",54.1345327,-1.4986285,-2.564739,53.6210944,-0.2123533,54.6479755
"Mature Wensleydale","https://www.cheese.com/mature-wensleydale/","cow","United Kingdom","North Yorkshire",NA,"hard, artisan","48%",NA,"crumbly","cloth wrapped","pale yellow","strong","rich, ripe",FALSE,FALSE,NA,"Ryp Wensleydale","Wensleydale Creamery",54.1345327,-1.4986285,-2.564739,53.6210944,-0.2123533,54.6479755
"May Hill Green","https://www.cheese.com/may-hill-green/","cow","United Kingdom","Gloucestershire",NA,"semi-soft, artisan",NA,NA,"runny","leaf wrapped","cream","creamy, milky","strong",TRUE,FALSE,NA,"Mayhill Green","Charles Martell & Son Limited",51.7643786,-2.1880662,-2.7106969,51.4159055,-1.615202,52.1125797
"Maytag Blue","https://www.cheese.com/maytag-blue/","cow","United States","Iowa","Blue","semi-hard, blue-veined",NA,NA,"crumbly, dense","rindless","cream","lemony, savory, tangy","pungent, strong",NA,NA,NA,NA,"Maytag Dairy Farms",41.9216734,-93.3122705,-96.6397162,40.3756007,-90.140061,43.5011589
"McLaren","https://www.cheese.com/mclaren/","cow","Australia","South Australia","Camembert","soft, artisan, soft-ripened","35%",NA,"chalky, creamy, soft, soft-ripened","bloomy","pale yellow","creamy, mushroomy, smooth","mushroom, rich, strong",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights",-30.5343665,135.6301212,129.001395,-38.1133108,141.0027803,-25.9963915
"Medallion","https://www.cheese.com/medallion/","cow","United States","Maine",NA,"soft, artisan",NA,NA,"creamy, smooth","bloomy","pale yellow","mushroomy, sweet","rich",TRUE,FALSE,NA,NA,"Lakin's Gorges Cheese LLC",45.709097,-68.8590201,-71.0841694,42.9222206,-66.8854053,47.4598397
"Meira","https://www.cheese.com/meira/","sheep","Iraq",NA,NA,"semi-hard",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Mira",NA,NA,33.0955793,44.1749775,38.7926388,29.0585661,49.1067706,37.3806687
"Melange","https://www.cheese.com/melange/","cow, goat","United States","California","Brie","soft, soft-ripened",NA,NA,"firm, soft-ripened","bloomy","cream","piquant, spicy, sweet, tart","goaty",NA,NA,NA,NA,"Andante Dairy",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Melange Brie","https://www.cheese.com/melange-brie/","cow, goat","United States","California","Brie","soft, soft-ripened",NA,NA,"creamy, smooth, soft-ripened","bloomy","ivory","buttery, creamy, mild, piquant, sweet, tangy","earthy, goaty, mushroom",TRUE,FALSE,NA,NA,"Marin French Cheeese Co.",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Melinda Mae","https://www.cheese.com/melinda-mae/","cow","United States","Lebanon, CT","Brie","soft, artisan, soft-ripened",NA,NA,"creamy, fluffy, runny, smooth, soft","bloomy","ivory","buttery, mild, piquant, pungent, savory, subtle, sweet","fruity, musty, yeasty",NA,NA,NA,NA,"The Mystic Cheese Company",41.6362097,-72.2125789,-72.3342268,41.5399675,-72.1575505,41.7144316
"Melville","https://www.cheese.com/melville/","goat","United States","Lebanon, CT",NA,"fresh soft, artisan, soft-ripened",NA,NA,"elastic, oily, soft, supple",NA,"white","acidic, buttery, mild, sweet, tart","fresh",NA,NA,NA,NA,"The Mystic Cheese Company",41.6362097,-72.2125789,-72.3342268,41.5399675,-72.1575505,41.7144316
"Menage","https://www.cheese.com/menage/","cow, goat, sheep","United States","Wisconsin",NA,"semi-hard",NA,NA,"creamy, dry, firm","waxed","ivory","full-flavored, strong","pleasant",TRUE,FALSE,NA,NA,"Carr Valley Cheese Company",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Menallack Farmhouse","https://www.cheese.com/menallack-farmhouse/","cow","England",NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Menonita","https://www.cheese.com/menonita/","cow","Mexico",NA,"Cheddar","semi-soft",NA,NA,"firm","natural","pale yellow","buttery, mild",NA,NA,NA,"Queso Chihuahua, Chihuahua cheese, Queso menonita, Campresino Menonita",NA,NA,19.4326296,-99.1331785,-99.304945,19.2419543,-98.9750504,19.5796926
"Meredith Ashed Pyramids","https://www.cheese.com/meredith-ashed-pyramids/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","ash coated","white","creamy, smooth","fresh",NA,NA,NA,NA,"Meredith Dairy",-36.5986096,144.6780052,140.9619017,-39.1984867,150.0332821,-33.9807974
"Meredith Blue","https://www.cheese.com/meredith-blue/","sheep","Australia","Ballarat, Victoria","Blue","soft, semi-soft, artisan, blue-veined",NA,NA,"creamy","natural","blue","mild, mushroomy, sweet","fresh, goaty",FALSE,FALSE,NA,NA,"Meredith Dairy",-37.5623013,143.8605645,143.7005645,-37.7223013,144.0205645,-37.4023013
"Meredith Chevre Ash","https://www.cheese.com/meredith-chevre-ash/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","ash coated","white","creamy, smooth","clean, fresh",TRUE,FALSE,NA,NA,"Meredith Dairy",-36.5986096,144.6780052,140.9619017,-39.1984867,150.0332821,-33.9807974
"Meredith Chevre Dill","https://www.cheese.com/meredith-chevre-dill/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","rindless","white","herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE,NA,NA,"Meredith Dairy",-36.5986096,144.6780052,140.9619017,-39.1984867,150.0332821,-33.9807974
"Meredith Chevre Plain","https://www.cheese.com/meredith-chevre-plain/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","rindless","white","acidic, smooth","clean, fresh",TRUE,FALSE,NA,NA,"Meredith Dairy",-36.5986096,144.6780052,140.9619017,-39.1984867,150.0332821,-33.9807974
"Meredith Goat Cheese in Extra Virgin Olive Oil","https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft",NA,"white","garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",NA,NA,NA,NA,"Meredith Dairy",-36.5986096,144.6780052,140.9619017,-39.1984867,150.0332821,-33.9807974
"Merry Wyfe","https://www.cheese.com/merry-wyfe/","cow","United Kingdom","South West England",NA,"semi-hard",NA,NA,"creamy, springy","washed","orange",NA,"aromatic",TRUE,FALSE,NA,NA,"The Bath Soft Cheese Co.",51.0339991,-2.9490119,-6.4458104,49.8636992,-1.4857262,52.1125797
"Mersey Valley Original Vintage","https://www.cheese.com/mersey-valley-original-vintage/","cow","Australia","Tasmania","Cheddar","hard",NA,NA,"creamy, crumbly, spreadable","natural","yellow","buttery, full-flavored, sharp","strong",NA,NA,NA,"Mersey Valley Vintage","Mersey Valley - National Foods",-42.035067,146.6366887,143.748821,-55.1730541,159.0840828,-39.1984777
"Metronome","https://www.cheese.com/metronome/","cow, goat","United States","California",NA,"semi-soft, soft-ripened",NA,NA,"creamy, firm","natural","pale yellow","buttery, tart","goaty, grassy, rich",NA,NA,NA,NA,"Andante Dairy",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Mettowee","https://www.cheese.com/mettowee/","goat","United States","Vermont",NA,"fresh soft, artisan",NA,NA,"creamy, smooth","natural","white","acidic, creamy, tangy, tart","clean, fresh, subtle",TRUE,FALSE,NA,NA,"Consider Bardwell Farm",44.5990718,-72.5002608,-73.43774,42.72696,-71.465386,45.016665
"Meyer Vintage Gouda","https://www.cheese.com/meyer-vintage-gouda/","cow","New Zealand","Hamilton","Gouda","semi-hard, artisan",NA,NA,"crumbly",NA,NA,"nutty, sharp, spicy","aromatic",FALSE,FALSE,NA,NA,NA,-37.7878809,175.281788,175.1843007,-37.846039,175.3448766,-37.6993298
"MezzaLuna Fontina","https://www.cheese.com/mezzaluna-fontina/","cow","United States","Wisconsin",NA,"semi-hard",NA,NA,"creamy","washed",NA,"earthy, mild, mushroomy, yeasty","rich",NA,NA,NA,NA,"Emmi Roth USA",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Mezzo Secco","https://www.cheese.com/mezzo-secco/","cow","United States","Sonoma, California","Monterey Jack","semi-hard, artisan",NA,NA,"creamy, smooth","natural","ivory","milky","spicy",TRUE,FALSE,"Oro Secco",NA,"Vella Cheese Company",38.5110803,-122.8473388,-123.632497,38.0695272,-122.3496966,38.8526549
"Mi-Ewe","https://www.cheese.com/mi-ewe/","cow, sheep","United States","California",NA,"semi-hard, artisan",NA,NA,"crumbly","natural","pale yellow","buttery, citrusy, nutty, sharp","caramel, rich",TRUE,FALSE,NA,NA,"Weirauch Farm and Creamery",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Midnight Blue","https://www.cheese.com/midnight-blue/","goat","United States","Colorado","Blue","semi-soft, blue-veined",NA,NA,"dense, dry","natural","pale yellow","pungent, sharp, spicy","goaty",TRUE,FALSE,NA,NA,"Avalanche Cheese Company",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"Midnight Moon®","https://www.cheese.com/midnight-moon/","goat","Holland",NA,"Gouda","hard",NA,NA,"creamy, crystalline",NA,"ivory","caramel, sweet",NA,NA,NA,NA,NA,NA,52.2434979,5.6343227,-68.6255319,11.825,7.2274985,53.744395
"Miette","https://www.cheese.com/miette/","goat, sheep","United States","Missouri","Brie","semi-soft, artisan",NA,NA,"creamy, runny","bloomy","cream","mushroomy, sweet, yeasty","barnyardy",FALSE,FALSE,NA,NA,"Baetje Farms LLC",38.7604815,-92.5617875,-95.7741441,35.9957227,-89.098843,40.6136347
"Mihalic Peynir","https://www.cheese.com/mihalic-peynir/","sheep","Turkey","Bursa",NA,"hard, artisan","45%",NA,"crumbly, grainy, open",NA,"pale yellow","salty","strong",TRUE,FALSE,NA,NA,NA,39.9895878,28.8944669,28.0876836,39.5935135,29.9100426,40.75773
"Milawa Affine","https://www.cheese.com/milawa-affine/","goat","Australia","North East Victoria",NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, smooth","ash coated","white","acidic, creamy",NA,FALSE,FALSE,"Milawa Ashed Chèvre",NA,"Milawa Cheese Company",-37.8633951,145.0100994,145.0100494,-37.8634451,145.0101494,-37.8633451
"Milawa Aged Blue","https://www.cheese.com/milawa-aged-blue/",NA,NA,"North East Victoria","Blue",NA,NA,NA,NA,"mold ripened","blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milawa Blue","https://www.cheese.com/milawa-blue/","cow","Australia","North East Victoria","Blue","soft, blue-veined",NA,NA,"creamy","mold ripened","blue","buttery, creamy, sweet","rich",NA,NA,NA,NA,"Milawa Cheese Company",-37.8633951,145.0100994,145.0100494,-37.8634451,145.0101494,-37.8633451
"Milawa Brie","https://www.cheese.com/milawa-brie/","cow","Australia","North East Victoria","Brie","soft, soft-ripened","27%",NA,"creamy","mold ripened","pale yellow","buttery, milky",NA,NA,NA,NA,NA,"Milawa Cheese Company",-37.8633951,145.0100994,145.0100494,-37.8634451,145.0101494,-37.8633451
